rank,offer_id,topsis_score,throughput,latency,cost,energy,feasible
1,6,0.7709335986809092,743.5661057670484,0.03230607581267118,28.414099501253098,0.4931452145031989,True
2,3,0.7526790373960062,540.8063435585344,0.044433400141794185,0.8944578952699955,0.4931452145031989,True
3,5,0.6289753824477373,294.98874609959324,0.08154506038180838,0.8944578952699955,0.4931452145031989,True
4,1,0.5078567514409276,579.3572775987698,0.04147332389383508,34.39471175929511,3.9394217333462045,True
5,4,0.4980754637927282,1096.371554273263,0.021903803117778387,120.96519507254501,0.4931452145031989,True
6,2,0.4901528940732809,294.98874609959324,0.08154506038180838,6.2999054726682555,4.2518936397727085,True
