rank,offer_id,topsis_score,throughput,latency,cost,energy,feasible
1,3,0.951955389740988,590.384228786014,0.012300504984914465,34.39363634235322,4.555847399214851,True
2,5,0.804953748524122,407.62556798853205,0.0178853688940554,59.387088188562295,0.9809305885736141,True
3,6,0.74288336934129,595.5746186558656,0.012192383830646959,84.50149699147158,21.210340046514563,True
4,4,0.7286823213875986,407.62556798853205,0.0178853688940554,109.06351496044267,0.9809305885736141,True
5,2,0.7281627481440683,407.62556798853205,0.0178853688940554,109.37461805926974,0.9809305885736141,True
6,1,0.2635368994132447,161.2080764780791,0.04613961403974111,34.39363634235322,4.555847399214851,True
